,pid,scenario,choice,cartime,carcost,acttime,ebikecost,escootcost,gender,age,education,employment,income,car_own,moto_own,cycle_own,escoot_own,bike_frequency,escooter_frequency,PT_frequency,metro_frequency,young,intchoice,binchoice1,binchoice2,binchoice3,binchoice4
1510,344,scenario06,car,20,3.5,15,1.5,3.5,0.0,1.0,3.0,3.0,2.0,1,1,0,0,0.0,,1.0,1.0,1,4,1,0,0,0
1511,344,scenario09,car,20,3.5,25,4.5,0.5,0.0,1.0,3.0,3.0,2.0,1,1,0,0,0.0,,1.0,1.0,1,4,1,0,0,0
1512,344,scenario15,car,40,3.5,5,3.0,2.0,0.0,1.0,3.0,3.0,2.0,1,1,0,0,0.0,,1.0,1.0,1,4,1,0,0,0
1513,344,scenario21,car,20,5.0,25,3.0,3.5,0.0,1.0,3.0,3.0,2.0,1,1,0,0,0.0,,1.0,1.0,1,4,1,0,0,0
1514,344,scenario03,walk,5,6.5,5,4.5,3.5,0.0,1.0,3.0,3.0,2.0,1,1,0,0,0.0,,1.0,1.0,1,1,0,0,0,1
1515,344,scenario27,ebike,40,5.0,25,1.5,0.5,0.0,1.0,3.0,3.0,2.0,1,1,0,0,0.0,,1.0,1.0,1,3,0,1,0,0
1516,344,scenario33,walk,5,5.0,5,1.5,2.0,0.0,1.0,3.0,3.0,2.0,1,1,0,0,0.0,,1.0,1.0,1,1,0,0,0,1
1517,344,scenario30,walk,20,6.5,5,1.5,0.5,0.0,1.0,3.0,3.0,2.0,1,1,0,0,0.0,,1.0,1.0,1,1,0,0,0,1
1518,345,scenario12,ebike,40,5.0,15,4.5,2.0,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,3,0,1,0,0
1519,345,scenario18,ebike,5,6.5,25,4.5,2.0,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,3,0,1,0,0
1520,345,scenario24,escoot,40,6.5,15,3.0,0.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,2,0,0,1,0
1521,345,scenario36,ebike,5,3.5,15,3.0,3.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,3,0,1,0,0
1522,345,scenario06,car,20,3.5,15,1.5,3.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,4,1,0,0,0
1523,345,scenario09,car,20,3.5,25,4.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,4,1,0,0,0
1524,345,scenario15,ebike,40,3.5,5,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,3,0,1,0,0
1525,345,scenario21,car,20,5.0,25,3.0,3.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,4,1,0,0,0
1526,345,scenario03,ebike,5,6.5,5,4.5,3.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,3,0,1,0,0
1527,345,scenario27,ebike,40,5.0,25,1.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,3,0,1,0,0
1528,345,scenario33,ebike,5,5.0,5,1.5,2.0,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,3,0,1,0,0
1529,345,scenario30,ebike,20,6.5,5,1.5,0.5,1.0,1.0,3.0,3.0,2.0,1,0,1,0,0.0,0.0,2.0,2.0,1,3,0,1,0,0
1530,300,scenario03,walk,5,6.5,5,4.5,3.5,0.0,,,,,0,0,0,0,,,,,0,1,0,0,0,1
