,osm_id,highway,permlanes,lit,maxspeed,name,oneway,length,freespeed,modes,pav,obst,cross,x_start,y_start,x_end,y_end,capacity,id,inf,geometry,from1,to1
0,5203794,residential,1,,,Αίνου,0,72.197,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476874.2684,4200840.01,476874.2684,4200825.64,1200.0,1,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476944.9923459715 4200840.010575893, 476874.2684033266 4200825.640704412)",999.0,999.0
1,5203818,secondary,2,yes,50,Αμβροσίου Φραντζή,0,15.511,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475660.1287,4201448.55,475660.1287,4201435.864,1200.0,2,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475651.214958586 4201448.550801025, 475660.1286512943 4201435.864681202)",999.0,999.0
2,5209166,trunk,3,yes,60,Ανδρέα Συγγρού,0,42.948,60.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,2: with pedestrian crossing controlled by traffic lights,476248.4786,4202061.212,476270.5514,4202027.746,1200.0,3,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476274.4341804436 4202061.212345913, 476270.551365346 4202051.9145589005, 476265.02981881663 4202043.9418420065, 476248.4786111041 4202027.746021393)",999.0,999.0
3,5209166,trunk,3,yes,60,Ανδρέα Συγγρού,0,40.732,60.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,2: with pedestrian crossing controlled by traffic lights,476156.3713,4201967.213,476169.1244,4201939.205,1200.0,4,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476185.92188786395 4201967.213123876, 476169.12439357245 4201951.007080464, 476156.37133899657 4201939.205295768)",999.0,999.0
4,5209166,trunk,3,yes,60,Ανδρέα Συγγρού,0,54.814,60.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,0: without pedestrian crossings,476208.4662,4202027.746,476217.828,4201990.315,1200.0,5,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476248.4786111041 4202027.746021393, 476217.8280412777 4201998.875710361, 476208.4662276826 4201990.314978891)",999.0,999.0
5,5209166,trunk,3,yes,60,Ανδρέα Συγγρού,0,32.292,60.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,0: without pedestrian crossings,476185.9219,4201990.315,476185.9219,4201967.213,1200.0,6,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476208.4662276826 4201990.314978891, 476185.92188786395 4201967.213123876)",999.0,999.0
6,5209181,primary,3,yes,,Καλλιρόης,0,101.509,50.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,2: with pedestrian crossing controlled by traffic lights,476249.2889,4201906.122,476319.7909,4201842.795,1200.0,7,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476328.08663819724 4201906.122795903, 476319.7908514388 4201901.719619176, 476305.0328493157 4201892.142436218, 476278.94208102237 4201869.8161132485, 476268.7184482986 4201860.936032717, 476261.577531631 4201854.965145483, 476255.4115409504 4201848.96926196, 476249.28894808376 4201842.795732722)",999.0,999.0
7,5209181,primary,3,yes,,Καλλιρόης,0,88.055,50.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,2: with pedestrian crossing controlled by traffic lights,476339.5258,4201923.226,476416.6724,4201910.106,1200.0,8,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476426.4965797752 4201923.22680037, 476416.6723909033 4201921.856925014, 476389.92399596254 4201918.172274499, 476361.7624491619 4201914.857914192, 476348.5618806657 4201912.310615862, 476339.525808312 4201910.106419744)",999.0,999.0
8,5209181,primary,3,yes,,Καλλιρόης,0,12.118,50.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,0: without pedestrian crossings,476328.0866,4201910.106,476328.0866,4201906.122,1200.0,9,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476339.525808312 4201910.106419744, 476328.08663819724 4201906.122795903)",999.0,999.0
9,5214469,primary,3,yes,,Βασιλίσσης Σοφίας,0,137.4,60.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,2: with pedestrian crossing controlled by traffic lights,477838.5579,4203019.655,477851.4984,4202931.697,1200.0,10,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477944.03641686373 4203019.655587006, 477851.4984201357 4202942.824766612, 477848.77769992745 4202940.269065641, 477838.5579481485 4202931.697689337)",999.0,999.0
10,5214471,primary,4,yes,,Βασιλέως Κωνσταντίνου,0,15.171,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476896.6535,4202134.813,476896.6535,4202144.244,1200.0,11,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476884.7780360321 4202134.813336497, 476896.6535036734 4202144.244313915)",999.0,999.0
11,5656636,primary,3,yes,30,Βασιλίσσης Αμαλίας,0,12.199,30.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,0: without pedestrian crossings,476645.8332,4202891.449,476645.4625,4202903.584,1200.0,12,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476644.6306492902 4202891.449151318, 476645.4624861556 4202899.845960473, 476645.8331842497 4202903.58403697)",999.0,999.0
12,5728492,primary_link,3,yes,,Βασιλίσσης Σοφίας,0,17.728,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476655.7857,4202915.712,476663.7153,4202913.486,1200.0,13,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476672.90077941533 4202915.712151, 476663.7153333913 4202916.159811035, 476661.67760372563 4202916.110111943, 476658.6096307568 4202915.120231278, 476655.7857458758 4202913.48612998)",999.0,999.0
13,5728512,secondary,2,yes,,Βασιλέως Αλεξάνδρου,0,32.193,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477915.9227,4202741.143,477915.9227,4202767.245,1200.0,14,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477934.7446354307 4202741.143490184, 477915.9226555567 4202767.245761599)",999.0,999.0
14,5728512,secondary,2,yes,,Βασιλέως Αλεξάνδρου,0,121.408,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,478013.5294,4202535.003,478058.961,4202633.441,1200.0,15,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (478084.50632720214 4202535.00308417, 478058.9610050028 4202569.743966944, 478013.5293832496 4202633.4413055945)",999.0,999.0
15,5728512,secondary,2,yes,,Βασιλέως Αλεξάνδρου,0,39.129,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477990.4706,4202633.441,477990.4706,4202665.035,1200.0,16,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (478013.5293832496 4202633.4413055945, 477990.4706236261 4202665.035798036)",999.0,999.0
16,5728512,secondary,2,yes,,Βασιλέως Αλεξάνδρου,0,94.365,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477934.7446,4202665.035,477934.7446,4202741.143,1200.0,17,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477990.4706236261 4202665.035798036, 477934.7446354307 4202741.143490184)",999.0,999.0
17,5728512,secondary,2,yes,,Βασιλέως Αλεξάνδρου,0,13.08,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,478098.4879,4202503.239,478098.4879,4202514.761,1200.0,18,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (478104.6669327201 4202503.239047884, 478098.4878964113 4202514.761319893)",999.0,999.0
18,5728512,secondary,2,yes,,Βασιλέως Αλεξάνδρου,0,24.611,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,478084.5063,4202514.761,478084.5063,4202535.003,1200.0,19,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (478098.4878964113 4202514.761319893, 478084.50632720214 4202535.00308417)",999.0,999.0
19,5728970,primary,2,yes,,Βουλιαγμένης,0,14.548,50.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,0: without pedestrian crossings,476428.3086,4201923.226,476427.51,4201908.797,1200.0,20,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476426.4965797752 4201923.22680037, 476427.5099624546 4201915.157600049, 476428.3086460734 4201908.79769415)",999.0,999.0
20,8181838,living_street,1,,,Δεξίππου,0,47.717,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475737.1337,4202790.62,475737.1337,4202804.191,1200.0,21,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (475782.8611439607 4202790.619976684, 475737.1336985259 4202804.191131244)",999.0,999.0
21,8181838,living_street,1,,,Δεξίππου,0,0.0,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475829.1176,4202777.68,475829.1176,4202777.68,1200.0,22,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (475829.11756449495 4202777.679960099, 475829.11756247946 4202777.679960665)",999.0,999.0
22,8181838,living_street,1,,,Δεξίππου,0,48.051,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475782.8611,4202777.68,475782.8611,4202790.62,1200.0,23,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (475829.11756247946 4202777.679960665, 475782.8611439607 4202790.619976684)",999.0,999.0
23,10741722,tertiary,2,,,Μενάνδρου,0,33.751,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475776.1063,4204004.651,475776.1063,4203971.573,1200.0,24,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475782.7459441377 4204004.65172123, 475776.1062830263 4203971.573800334)",999.0,999.0
24,10741722,tertiary,2,,,Μενάνδρου,0,29.763,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475770.0578,4203971.573,475770.4408,4203942.444,1200.0,25,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475776.1062830263 4203971.573800334, 475770.44075162616 4203944.262605677, 475770.0577858318 4203942.444094114)",999.0,999.0
25,10741722,tertiary,2,,,Μενάνδρου,0,97.582,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475750.2196,4203942.444,475753.1145,4203846.938,1200.0,26,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475770.0577858318 4203942.444094114, 475753.1145028536 4203860.798862105, 475750.21959033865 4203846.938192891)",999.0,999.0
26,10741726,residential,1,,,Βίκτωρος Ουγκώ,0,85.674,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475374.7397,4204068.101,475377.9782,4204084.618,1200.0,27,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475458.77300734073 4204068.101010536, 475377.9781584893 4204083.975847458, 475374.7397183398 4204084.617978534)",999.0,999.0
27,10741726,residential,1,,,Βίκτωρος Ουγκώ,0,30.494,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475524.5605,4204049.286,475524.5605,4204055.167,1200.0,28,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475554.4704175609 4204049.286781444, 475524.56054386543 4204055.167507386)",999.0,999.0
28,10741726,residential,1,,,Βίκτωρος Ουγκώ,0,67.073,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,1: with pedestrian crossings not controlled by traffic lights,475458.773,4204055.167,475463.8545,4204068.101,1200.0,29,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475524.56054386543 4204055.167507386, 475463.8544971943 4204067.09836303, 475458.77300734073 4204068.101010536)",999.0,999.0
29,10741726,residential,1,,,Βίκτωρος Ουγκώ,0,16.525,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475678.5142,4204021.987,475685.9234,4204024.905,1200.0,30,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475694.77089195914 4204021.986954886, 475685.9234469176 4204023.4554988835, 475681.53521219536 4204024.311718589, 475678.5142220235 4204024.905615435)",999.0,999.0
30,10741726,residential,1,,,Βίκτωρος Ουγκώ,0,126.466,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475554.4704,4204024.905,475558.7972,4204049.286,1200.0,31,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475678.5142220235 4204024.905615435, 475558.7971890414 4204048.441771291, 475554.4704175609 4204049.286781444)",999.0,999.0
31,10741731,residential,1,,,Σατωβριάνδου,0,64.074,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475944.0131,4203921.413,475895.2844,4203909.49,1200.0,32,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475881.0835884102 4203921.413883809, 475895.2843887484 4203918.720470383, 475944.0130749576 4203909.49073547)",999.0,999.0
32,10741731,residential,1,,,Σατωβριάνδου,0,41.813,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475985.0797,4203909.49,475975.7851,4203901.715,1200.0,33,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475944.0130749576 4203909.49073547, 475975.7850791092 4203903.4729694715, 475985.0797225463 4203901.714956041)",999.0,999.0
33,10741731,residential,1,,,Σατωβριάνδου,0,15.701,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475639.5045,4203970.103,475639.5045,4203967.184,1200.0,34,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475624.0838639253 4203970.103379289, 475639.50447185524 4203967.183998191)",999.0,999.0
34,10741731,residential,1,,,Σατωβριάνδου,0,67.523,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475705.8211,4203967.184,475705.8211,4203954.616,1200.0,35,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475639.50447185524 4203967.183998191, 475705.82106975326 4203954.6165444795)",999.0,999.0
35,10741731,residential,1,,,Σατωβριάνδου,0,65.405,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475770.0578,4203954.616,475770.0578,4203942.444,1200.0,36,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475705.82106975326 4203954.6165444795, 475770.0577858318 4203942.444094114)",999.0,999.0
36,10741731,residential,1,,,Σατωβριάνδου,0,113.044,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475881.0836,4203942.444,475874.8521,4203921.413,1200.0,37,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475770.0577858318 4203942.444094114, 475874.8520945616 4203922.597168862, 475881.0835884102 4203921.413883809)",999.0,999.0
37,10741733,primary,3,yes,,3ης Σεπτεμβρίου,0,52.292,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475985.0797,4203850.258,475976.327,4203901.715,1200.0,38,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475976.1302394231 4203850.258615725, 475976.3269980615 4203854.485373104, 475976.9186707111 4203858.622214456, 475982.92468224367 4203891.480229711, 475983.8508268862 4203895.882383962, 475985.0797225463 4203901.714956041)",999.0,999.0
38,10741734,primary,2,yes,,Καματερού,0,6.343,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475853.8976,4204139.086,475853.8976,4204134.491,1200.0,39,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475849.52914885 4204139.086541192, 475853.89758176915 4204134.491331091)",999.0,999.0
39,10741736,residential,1,,,Φαβιέρου,0,60.352,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475385.826,4204152.743,475378.8048,4204141.714,1200.0,40,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475326.5142788912 4204152.743841427, 475378.8047759298 4204143.0340286605, 475385.82595379354 4204141.714855529)",999.0,999.0
40,10741746,tertiary,2,,,Αβέρωφ,0,10.833,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476172.1461,4204302.736,476172.1461,4204304.764,1200.0,41,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476182.78304073866 4204302.736843372, 476172.14606860117 4204304.764813119)",999.0,999.0
41,10741746,tertiary,2,,,Αβέρωφ,0,76.101,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476097.4242,4204304.764,476107.0167,4204319.028,1200.0,42,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476172.14606860117 4204304.764813119, 476107.0166961787 4204317.191914389, 476104.4715522011 4204317.676408078, 476097.42416796216 4204319.028326876)",999.0,999.0
42,10741747,primary,1,yes,,Καποδιστρίου,0,120.735,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476021.6931,4204059.262,476126.9921,4204083.394,1200.0,43,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476139.9357680554 4204059.262308373, 476126.99206817115 4204062.3621790055, 476030.4870159503 4204081.638056241, 476021.69310729014 4204083.394560482)",999.0,999.0
43,10741751,secondary,2,,,Στουρνάρη,0,61.389,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475880.2444,4204222.567,475931.7616,4204234.216,1200.0,44,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475940.4940157814 4204222.567801806, 475931.7615515106 4204224.25765257, 475880.2444424871 4204234.216854256)",999.0,999.0
44,10741751,secondary,2,,,Στουρνάρη,0,31.505,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475849.3255,4204234.216,475849.3255,4204240.199,1200.0,45,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475880.2444424871 4204234.216854256, 475849.32547450153 4204240.19921441)",999.0,999.0
45,10741754,secondary,2,,30,Λιοσίων,0,6.58,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475712.16,4204322.398,475709.1607,4204316.961,1200.0,46,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475708.4615536234 4204322.397976785, 475709.1607021056 4204321.264184228, 475712.1599522296 4204316.961418993)",999.0,999.0
46,10741754,secondary,2,,30,Λιοσίων,0,4.326,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475714.6346,4204316.961,475714.6346,4204313.414,1200.0,47,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475712.1599522296 4204316.961418993, 475714.63456450764 4204313.414689085)",999.0,999.0
47,10741754,secondary,2,,30,Λιοσίων,0,93.246,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475766.4438,4204313.414,475739.7481,4204235.949,1200.0,48,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475714.63456450764 4204313.414689085, 475739.7480775334 4204277.4248672435, 475766.4438468871 4204235.949352624)",999.0,999.0
48,10741754,secondary,2,,30,Λιοσίων,0,22.331,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475780.6716,4204235.949,475770.5747,4204218.754,1200.0,49,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475766.4438468871 4204235.949352624, 475770.5746956618 4204231.221652094, 475775.62339657504 4204225.071043482, 475780.6716150769 4204218.7540090075)",999.0,999.0
49,10741757,residential,1,yes,,Σολωμού,0,30.591,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475929.1829,4204171.272,475925.1283,4204165.293,1200.0,50,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475899.19448409404 4204171.272774447, 475925.12830701837 4204166.104060529, 475929.18293036753 4204165.293328659)",999.0,999.0
50,10741757,residential,1,yes,,Σολωμού,0,106.909,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476033.9893,4204165.293,476026.0906,4204144.405,1200.0,51,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475929.18293036753 4204165.293328659, 476026.09060714405 4204145.981784201, 476033.98927141656 4204144.405417932)",999.0,999.0
51,10741757,residential,1,yes,,Σολωμού,0,119.655,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476151.2937,4204144.405,476043.3448,4204121.041,1200.0,52,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476033.98927141656 4204144.405417932, 476043.34483086923 4204142.547432337, 476140.9551264014 4204123.090968453, 476151.2936978176 4204121.041634762)",999.0,999.0
52,10741757,residential,1,yes,,Σολωμού,0,81.048,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476230.7461,4204121.041,476227.0337,4204105.2,1200.0,53,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476151.2936978176 4204121.041634762, 476227.0337034112 4204105.93244276, 476230.74613662664 4204105.200517346)",999.0,999.0
53,10741757,residential,1,yes,,Σολωμού,0,77.87,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476307.0832,4204105.2,476307.0832,4204089.979,1200.0,54,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476230.74613662664 4204105.200517346, 476307.0832448353 4204089.979390826)",999.0,999.0
54,10741757,residential,1,yes,,Σολωμού,0,68.249,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476373.8523,4204089.979,476364.5848,4204075.973,1200.0,55,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476307.0832448353 4204089.979390826, 476364.584839477 4204077.975246657, 476373.85231917934 4204075.973653996)",999.0,999.0
55,10741758,tertiary,1,,,Μενάνδρου,0,34.191,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475794.923,4204099.962,475794.923,4204066.328,1200.0,56,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475800.9933803256 4204099.962681712, 475794.9230255359 4204066.328298833)",999.0,999.0
56,10741758,tertiary,1,,,Μενάνδρου,0,62.897,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475782.7459,4204066.328,475783.7591,4204004.651,1200.0,57,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475794.9230255359 4204066.328298833, 475783.75908472715 4204008.742928013, 475782.7459441377 4204004.65172123)",999.0,999.0
57,10741759,residential,1,,,Κουμουνδούρου,0,70.06,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475666.2141,4203695.545,475659.4259,4203763.971,1200.0,58,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475651.4425708197 4203695.545275086, 475659.42591954325 4203737.306777962, 475666.2141166773 4203763.971039117)",999.0,999.0
58,10741760,primary,1,yes,,Μάγερ,0,16.011,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475846.3754,4204353.069,475846.3754,4204339.023,1200.0,59,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (475854.0474560419 4204353.069629248, 475846.3753671169 4204339.023226443)",999.0,999.0
59,10741760,primary,1,yes,,Μάγερ,0,43.909,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475825.3278,4204339.023,475825.3278,4204300.506,1200.0,60,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (475846.3753671169 4204339.023226443, 475825.32780541887 4204300.506461107)",999.0,999.0
60,10741760,primary,1,yes,,Μάγερ,0,93.19,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475780.6716,4204300.506,475808.2176,4204218.754,1200.0,61,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (475825.32780541887 4204300.506461107, 475808.21763957624 4204269.179063619, 475788.4763649623 4204233.044056897, 475786.39275931125 4204229.233383606, 475780.6716150769 4204218.7540090075)",999.0,999.0
61,10741762,pedestrian,,,,Μαιζώνος,,67.028,,walk,,0: yes obstacles,,475763.8297,4204123.967,475763.8297,4204138.506,1200.0,62,,"LINESTRING (475829.23480181774 4204123.967688205, 475763.8296948629 4204138.5064429175)",999.0,999.0
62,10741763,residential,1,,,Μακεδονίας,0,108.009,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475979.1408,4204396.776,475979.1408,4204418.11,1200.0,63,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476084.9789206574 4204396.776449276, 475979.14083124825 4204418.110566017)",999.0,999.0
63,10741763,residential,1,,,Μακεδονίας,0,66.145,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475914.3129,4204418.11,475914.3129,4204431.115,1200.0,64,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (475979.14083124825 4204418.110566017, 475914.31288933 4204431.1152929375)",999.0,999.0
64,10741763,residential,1,,,Μακεδονίας,0,55.784,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475859.3654,4204431.115,475872.328,4204438.677,1200.0,65,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (475914.31288933 4204431.1152929375, 475872.3280066362 4204439.24920059, 475867.0861031695 4204439.3866279265, 475859.3654483074 4204438.676989796)",999.0,999.0
65,10971761,tertiary,1,,,Μπουμπουλίνας,0,74.543,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476447.5904,4204251.601,476433.5577,4204324.475,1200.0,66,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476432.09358674416 4204251.60149438, 476433.557678129 4204256.900883105, 476447.59042370884 4204324.475833827)",999.0,999.0
66,10971761,tertiary,1,,,Μπουμπουλίνας,0,71.146,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476461.5325,4204324.475,476461.5325,4204394.214,1200.0,67,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476447.59042370884 4204324.475833827, 476461.53254193836 4204394.214669176)",999.0,999.0
67,10971761,tertiary,1,,,Μπουμπουλίνας,0,111.894,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476430.1424,4204132.151,476427.0739,4204241.809,1200.0,68,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476408.1206301459 4204132.150979588, 476427.07388076023 4204225.131248472, 476430.14243404794 4204241.809879966)",999.0,999.0
68,10971761,tertiary,1,,,Μπουμπουλίνας,0,9.988,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476432.0936,4204241.809,476432.0936,4204251.601,1200.0,69,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476430.14243404794 4204241.809879966, 476432.09358674416 4204251.60149438)",999.0,999.0
