,osm_id,highway,permlanes,lit,maxspeed,name,oneway,length,freespeed,modes,pav,obst,cross,x_start,y_start,x_end,y_end,capacity,id,inf,geometry,from1,to1
420,23184108,residential,1,,,Αλωπεκής,0,113.928,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477340.2529,4203017.169,477333.9156,4203049.066,1200.0,421,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477230.9272344108 4203017.169861724, 477333.91563739633 4203047.2202893365, 477340.25294741464 4203049.066858694)",999.0,999.0
421,23184108,residential,1,,,Αλωπεκής,0,133.146,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477468.0183,4203049.066,477468.0183,4203086.351,1200.0,422,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477340.25294741464 4203049.066858694, 477468.0182764778 4203086.351535097)",999.0,999.0
422,23184111,residential,1,,,Υψηλάντου,0,149.145,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477821.3315,4203103.893,477830.6134,4203060.782,1200.0,423,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477964.04902801325 4203103.893194701, 477830.6134390174 4203063.587027521, 477821.3315234807 4203060.782717068)",999.0,999.0
423,23184115,residential,2,,,Γενναδίου Ιωάννη,1,73.593,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477821.3315,4202989.545,477821.3315,4203060.782,1200.0,424,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477839.6885199579 4202989.545673234, 477821.3315234807 4203060.782717068)",999.0,999.0
424,23184127,tertiary,2,,,Ευζώνων,0,60.895,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477830.0718,4203229.176,477830.0718,4203247.304,1200.0,425,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477771.96280594217 4203229.176521668, 477830.0718157909 4203247.304941288)",999.0,999.0
425,23184128,tertiary,2,,,Αναπήρων Πολέμου,0,79.921,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477807.7079,4203247.304,477807.7079,4203324.0,1200.0,426,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477830.0718157909 4203247.304941288, 477807.707940557 4203324.000647938)",999.0,999.0
426,23184133,residential,1,,,Σουηδίας,1,77.987,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477807.7079,4203346.412,477807.7079,4203324.0,1200.0,427,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477882.373442531 4203346.412001724, 477807.707940557 4203324.000647938)",999.0,999.0
427,23184137,pedestrian,,,,Μαρασλή,,22.351,,walk,,,,477536.8893,4203244.576,477541.5861,4203266.063,1200.0,428,,"LINESTRING (477543.0134804484 4203244.576861063, 477541.58605058293 4203249.296271777, 477536.88933726493 4203266.06303992)",999.0,999.0
428,23184141,residential,1,,,Ραβινέ,0,150.843,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477952.2483,4203109.717,477943.1076,4203150.913,1200.0,429,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477807.2005803923 4203109.717904643, 477943.10756164533 4203148.297291275, 477952.24831222114 4203150.913496769)",999.0,999.0
429,23184141,residential,1,,,Ραβινέ,0,71.197,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,478011.3333,4203150.913,477983.3436,4203185.861,1200.0,430,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477952.24831222114 4203150.913496769, 477983.3436073635 4203159.517929296, 477992.596215456 4203164.563757354, 478011.33331906557 4203185.861106297)",999.0,999.0
430,23184144,residential,1,,,Μπενση Β.,1,75.994,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,478011.3333,4203135.979,478056.6397,4203185.861,1200.0,431,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (478068.6022565256 4203135.979108198, 478056.6396557545 4203145.530770496, 478052.5392291208 4203149.192061862, 478011.33331906557 4203185.861106297)",999.0,999.0
431,23184144,residential,1,,,Μπενση Β.,1,42.097,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477981.4382,4203185.861,477981.4382,4203215.476,1200.0,432,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (478011.33331906557 4203185.861106297, 477981.43816846045 4203215.476763645)",999.0,999.0
432,23184148,residential,1,,,Ιασίου,0,153.283,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477793.1344,4203198.233,477896.8023,4203156.555,1200.0,433,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477940.5802722622 4203198.233038632, 477896.8023318955 4203186.0013489835, 477793.13441189344 4203156.555929593)",999.0,999.0
433,23184151,tertiary,1,,30,Πατριάρχου Ιωακείμ,1,116.745,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,477451.7782,4203173.654,477556.6729,4203140.419,1200.0,434,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477563.6431364274 4203173.654722453, 477556.672948706 4203171.554513398, 477513.63832400955 4203158.424122044, 477451.77818822424 4203140.419170763)",999.0,999.0
434,23184166,residential,1,,,Καψάλη,0,12.91,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477143.8731,4202993.528,477143.8731,4202985.168,1200.0,435,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477134.04222558124 4202993.527968742, 477143.8731156925 4202985.168072084)",999.0,999.0
435,23184166,residential,1,,,Καψάλη,0,28.353,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,477245.9198,4202970.55,477240.8372,4202966.589,1200.0,436,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477217.86145187286 4202970.5501396805, 477240.83723856776 4202967.513038256, 477245.91983850376 4202966.589171001)",999.0,999.0
436,23184166,residential,1,,,Καψάλη,0,43.821,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477186.8227,4202985.168,477146.7259,4202976.561,1200.0,437,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477143.8731156925 4202985.168072084, 477146.7258777478 4202984.594289828, 477186.822674117 4202976.561004878)",999.0,999.0
437,23184166,residential,1,,,Καψάλη,0,31.628,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477217.8615,4202976.561,477217.8615,4202970.55,1200.0,438,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477186.822674117 4202976.561004878, 477217.86145187286 4202970.5501396805)",999.0,999.0
438,23184174,residential,1,yes,,Νεοφύτου Δούκα,0,142.293,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477193.7424,4202970.55,477196.3578,4202830.371,1200.0,439,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477217.86145187286 4202970.5501396805, 477196.3578165062 4202845.554205106, 477193.7424025204 4202830.371943925)",999.0,999.0
439,23184181,tertiary,2,,30,Κουμπάρη,0,103.969,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,477063.8865,4202954.958,477074.8952,4202851.647,1200.0,440,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477074.99463429034 4202954.958392922, 477074.89518297464 4202953.937899268, 477066.8934807529 4202871.721585326, 477066.2490105174 4202867.374010819, 477063.8865449842 4202851.647413023)",999.0,999.0
440,23184187,residential,1,,,Ηράκλειτου,0,46.005,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477010.2932,4203153.349,477018.423,4203128.081,1200.0,441,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477048.7167627671 4203153.34963109, 477018.42297912604 4203133.362692054, 477013.37267645437 4203130.081479166, 477010.29322463565 4203128.081823591)",999.0,999.0
441,23184187,residential,1,,,Ηράκλειτου,0,27.615,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477084.5583,4203190.144,477103.4879,4203175.562,1200.0,442,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477107.54734308156 4203190.1443691, 477103.48786361783 4203189.423367957, 477090.13044892985 4203180.184833187, 477084.5583074615 4203175.562493242)",999.0,999.0
442,23184187,residential,1,,,Ηράκλειτου,0,42.183,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477048.7168,4203175.562,477048.7168,4203153.349,1200.0,443,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477084.5583074615 4203175.562493242, 477048.7167627671 4203153.34963109)",999.0,999.0
443,23184187,residential,1,,,Ηράκλειτου,0,64.313,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476955.9827,4203128.081,476955.9827,4203093.682,1200.0,444,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477010.29322463565 4203128.081823591, 476955.9826777726 4203093.682814681)",999.0,999.0
444,23184187,residential,1,,,Ηράκλειτου,0,29.7,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476930.7156,4203093.682,476936.6018,4203078.098,1200.0,445,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476955.9826777726 4203093.682814681, 476936.6017746287 4203081.89837253, 476932.5017167172 4203079.258076379, 476930.71561159776 4203078.098071753)",999.0,999.0
445,23184195,residential,1,yes,,Πλατεία Δεξαμενής,0,61.32,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477107.5473,4203155.177,477150.8848,4203190.144,1200.0,446,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477157.38709629053 4203155.17764978, 477150.8848345696 4203157.170666085, 477112.38717517065 4203187.246122707, 477108.80096565495 4203189.3309231065, 477107.54734308156 4203190.1443691)",999.0,999.0
446,23184197,residential,1,yes,,Χάρητος,0,135.22,15.0,"car,bicycle,escooter,walk",0: bad condition,0: yes obstacles,0: without pedestrian crossings,477439.3242,4203135.293,477321.131,4203185.112,1200.0,447,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477314.50297227 4203135.293037258, 477321.1310466196 4203137.504936308, 477431.67283110326 4203178.020870681, 477435.13208216964 4203180.851793106, 477439.3241883169 4203185.1120064845)",999.0,999.0
447,23184198,residential,1,yes,,Ξενοκράτους,0,124.182,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477416.7587,4203193.102,477302.9192,4203225.449,1200.0,448,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477297.2379930392 4203193.102944258, 477302.91924856044 4203192.754417484, 477416.75865989685 4203225.449941811)",999.0,999.0
448,23184198,residential,1,yes,,Ξενοκράτους,0,10.142,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477426.4276,4203225.449,477426.4276,4203228.496,1200.0,449,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477416.75865989685 4203225.449941811, 477426.42762170755 4203228.49682942)",999.0,999.0
449,23184213,tertiary,2,,50,Παλιγγενεσίας,1,78.701,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,478019.3473,4204034.715,478019.3473,4204016.358,1200.0,450,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477942.8479909492 4204034.715415997, 478019.34725992853 4204016.358795759)",999.0,999.0
450,23184213,tertiary,2,,50,Παλιγγενεσίας,1,86.971,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477831.6934,4204081.687,477831.6934,4204061.398,1200.0,451,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477747.15641014214 4204081.687276933, 477831.6934361731 4204061.39876618)",999.0,999.0
451,23184213,tertiary,2,,50,Παλιγγενεσίας,1,114.357,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477942.848,4204061.398,477942.848,4204034.715,1200.0,452,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (477831.6934361731 4204061.39876618, 477942.8479909492 4204034.715415997)",999.0,999.0
452,23184216,residential,1,,,Ανδρέα Μεταξά,0,29.258,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476639.8218,4203888.769,476638.0817,4203864.369,1200.0,453,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476623.69763442414 4203888.769263592, 476638.08167816245 4203867.003710337, 476639.8217549209 4203864.369171493)",999.0,999.0
453,23184216,residential,1,,,Ανδρέα Μεταξά,0,74.297,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476572.7168,4204026.602,476567.1008,4203964.739,1200.0,454,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476531.6461754547 4204026.602610137, 476567.1007727746 4203972.367316646, 476572.71682773606 4203964.739910506)",999.0,999.0
454,23184216,residential,1,,,Ανδρέα Μεταξά,0,71.9,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476612.8724,4203964.739,476612.8724,4203905.132,1200.0,455,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476572.71682773606 4203964.739910506, 476612.87244082254 4203905.132385356)",999.0,999.0
455,23184216,residential,1,,,Ανδρέα Μεταξά,0,19.627,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476623.6976,4203905.132,476623.6976,4203888.769,1200.0,456,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476612.87244082254 4203905.132385356, 476623.69763442414 4203888.769263592)",999.0,999.0
456,23184225,residential,1,,,Ερεσσού,0,12.316,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476878.769,4203892.483,476878.769,4203882.223,1200.0,457,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476871.96573270764 4203892.483660476, 476878.7690350007 4203882.223533129)",999.0,999.0
457,23184225,residential,1,,,Ερεσσού,0,67.388,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476914.9834,4203882.223,476911.4424,4203825.424,1200.0,458,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476878.7690350007 4203882.223533129, 476911.4424285184 4203831.004421393, 476914.98337414477 4203825.424621848)",999.0,999.0
458,23184225,residential,1,,,Ερεσσού,0,51.626,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476942.5323,4203825.424,476942.5323,4203781.787,1200.0,459,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476914.98337414477 4203825.424621848, 476942.5323398741 4203781.787046569)",999.0,999.0
459,23184225,residential,1,,,Ερεσσού,0,71.722,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476708.1759,4204201.755,476708.1759,4204142.668,1200.0,460,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476667.5714554916 4204201.755672565, 476708.1758982358 4204142.668799121)",999.0,999.0
460,23184225,residential,1,,,Ερεσσού,0,50.557,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476871.9657,4203934.624,476871.9657,4203892.483,1200.0,461,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476844.07082566124 4203934.624587523, 476871.96573270764 4203892.483660476)",999.0,999.0
461,23184225,residential,1,,,Ερεσσού,0,51.117,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476844.0708,4203977.144,476841.814,4203934.624,1200.0,462,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476815.73819561757 4203977.144089922, 476841.81396156043 4203937.74873269, 476844.07082566124 4203934.624587523)",999.0,999.0
462,23184225,residential,1,,,Ερεσσού,0,72.344,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476747.3185,4204142.668,476708.4282,4204081.91,1200.0,463,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476708.1758982358 4204142.668799121, 476708.42820090475 4204141.835933123, 476745.42007487203 4204084.445975793, 476747.3184862097 4204081.910869561)",999.0,999.0
463,23184225,residential,1,,,Ερεσσού,0,125.178,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476815.7382,4204081.91,476812.6517,4203977.144,1200.0,464,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476747.3184862097 4204081.910869561, 476812.65170815645 4203981.901597968, 476815.73819561757 4203977.144089922)",999.0,999.0
464,23184258,pedestrian,1,,,Κάνιγγος,,23.392,,walk,,,,476182.8953,4203842.403,476182.8953,4203865.29,1200.0,465,,"LINESTRING (476178.1044706169 4203842.403858454, 476182.8952908303 4203865.290805841)",999.0,999.0
465,23184258,pedestrian,,,,Κάνιγγος,,59.388,,walk,,,,476194.5151,4203865.29,476194.5151,4203923.507,1200.0,466,,"LINESTRING (476182.8952908303 4203865.290805841, 476194.51507225854 4203923.507805241)",999.0,999.0
466,23184312,tertiary,1,yes,,Μουστοξύδη,0,75.482,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477091.5758,4205037.391,477092.4404,4205112.392,1200.0,467,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477094.0449415058 4205037.391695006, 477092.4404417345 4205044.530484754, 477091.0049033726 4205052.434384814, 477089.91711114964 4205065.396804954, 477089.8084935269 4205070.534263264, 477089.42060110223 4205079.433829536, 477089.58883528947 4205089.397002537, 477090.4981363419 4205100.62298393, 477091.0562645537 4205105.55886901, 477091.57577438577 4205112.392169918)",999.0,999.0
467,23184325,tertiary,1,yes,,Μουστοξύδη,0,53.437,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477121.0269,4204910.487,477124.9893,4204857.316,1200.0,468,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477124.3445298533 4204910.487338325, 477124.9892899211 4204892.899390835, 477123.31040805375 4204873.309643919, 477121.02687706175 4204857.316477641)",999.0,999.0
468,23184332,tertiary,1,24/7,,Μουστοξύδη,0,64.273,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477116.7664,4204911.279,477132.3046,4204972.635,1200.0,469,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477134.707796028 4204911.279585302, 477132.304577898 4204928.02917235, 477129.36242013815 4204940.419779897, 477121.5318716996 4204959.969398287, 477116.7663960545 4204972.6351231905)",999.0,999.0
469,23184332,tertiary,1,24/7,,Μουστοξύδη,0,68.713,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477094.0449,4204972.635,477098.0335,4205037.391,1200.0,470,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477116.7663960545 4204972.6351231905, 477098.03348782804 4205022.424033655, 477094.0449415058 4205037.391695006)",999.0,999.0
470,23184333,tertiary,1,24/7,,Μουστοξύδη,0,69.703,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477107.8101,4205034.323,477088.1005,4204968.93,1200.0,471,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477084.07061083295 4205034.323866585, 477088.10050837154 4205018.446264959, 477107.81006393535 4204968.930029035)",999.0,999.0
471,23184333,tertiary,1,24/7,,Μουστοξύδη,0,61.028,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,477124.3445,4204968.93,477112.829,4204910.487,1200.0,472,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (477107.81006393535 4204968.930029035, 477112.8290168135 4204956.321039524, 477119.1877624666 4204937.9738057535, 477122.15030538914 4204926.603911482, 477124.3445298533 4204910.487338325)",999.0,999.0
472,23184448,secondary,1,,,Κοδριγκτώνος,0,48.876,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476288.947,4205072.876,476327.4976,4205082.157,1200.0,473,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476336.9138763001 4205072.87658599, 476327.4975700185 4205074.634562321, 476288.9469802385 4205082.157325569)",999.0,999.0
473,23184691,primary,3,yes,50,Αγίου Κωνσταντίνου,0,58.719,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475861.6514,4203811.556,475896.616,4203823.177,1200.0,474,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475919.1809674151 4203811.556650989, 475896.61602458043 4203815.729432427, 475881.99476022786 4203818.845698034, 475868.7162562772 4203821.669571762, 475861.65137342503 4203823.177076146)",999.0,999.0
474,23184823,secondary,3,yes,,Κωνσταντινουπόλεως,0,6.616,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474774.614,4203830.086,474774.614,4203825.221,1200.0,475,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474779.0933790652 4203830.086572178, 474774.61397486064 4203825.221427067)",999.0,999.0
475,23184823,secondary,3,yes,,Κωνσταντινουπόλεως,0,0.0,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474774.614,4203825.221,474774.614,4203825.221,1200.0,476,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474774.61397486064 4203825.221427067, 474774.61397486035 4203825.221427067)",999.0,999.0
476,23184823,secondary,3,yes,,Κωνσταντινουπόλεως,0,10.172,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474767.7264,4203825.221,474767.7264,4203817.74,1200.0,477,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474774.61397486035 4203825.221427067, 474767.72639053105 4203817.740739085)",999.0,999.0
477,23184823,secondary,3,yes,,Κωνσταντινουπόλεως,0,13.949,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474758.2815,4203817.74,474758.2815,4203807.482,1200.0,478,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474767.72639053105 4203817.740739085, 474758.28151136055 4203807.482574166)",999.0,999.0
478,23184824,secondary,2,yes,50,,0,,50.0,"car,bicycle,escooter,walk",,,,473463.6129,4202103.337,473463.6129,4202103.337,1200.0,479,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473463.61291937105 4202103.33771428, 473463.61291937105 4202103.33771428)",999.0,999.0
479,23184824,secondary,2,yes,50,,0,29.507,50.0,"car,bicycle,escooter,walk",,,,473484.253,4202103.337,473468.1263,4202082.267,1200.0,480,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473463.61291937105 4202103.33771428, 473468.1263054101 4202098.62936649, 473484.25300746254 4202082.267198516)",999.0,999.0
480,23184824,secondary,2,yes,50,,0,9.063,50.0,"car,bicycle,escooter,walk",,,,473455.7795,4202118.049,473455.7795,4202111.509,1200.0,481,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473449.51060099923 4202118.049252599, 473455.7794575094 4202111.509571958)",999.0,999.0
481,23184824,secondary,2,yes,50,,0,0.0,50.0,"car,bicycle,escooter,walk",,,,473455.7795,4202111.509,473455.7795,4202111.509,1200.0,482,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473455.7794575094 4202111.509571958, 473455.77945751 4202111.509571957)",999.0,999.0
482,23184824,secondary,2,yes,50,,0,1.971,50.0,"car,bicycle,escooter,walk",,,,473457.1431,4202111.509,473457.1431,4202110.087,1200.0,483,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473455.77945751 4202111.509571957, 473457.14306245645 4202110.087059243)",999.0,999.0
483,23184824,secondary,2,yes,50,,0,,50.0,"car,bicycle,escooter,walk",,,,473457.1431,4202110.087,473457.1431,4202110.087,1200.0,484,,"LINESTRING (473457.14306245645 4202110.087059243, 473457.14306245674 4202110.087059243)",999.0,999.0
484,23184824,secondary,2,yes,50,,0,9.353,50.0,"car,bicycle,escooter,walk",,,,473463.6129,4202110.087,473463.6129,4202103.337,1200.0,485,,"LINESTRING (473457.14306245674 4202110.087059243, 473463.61291937105 4202103.33771428)",999.0,999.0
485,23184834,primary,3,yes,50,Λαγουμιτζή,0,152.742,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475158.9597,4201099.315,475158.9597,4201206.712,1200.0,486,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475267.4865421422 4201099.315511216, 475158.95967045595 4201206.712115973)",999.0,999.0
486,23184834,primary,3,yes,50,Λαγουμιτζή,0,15.759,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475148.1103,4201206.712,475148.1103,4201218.133,1200.0,487,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475158.95967045595 4201206.712115973, 475148.11032334145 4201218.1337145185)",999.0,999.0
487,23184834,primary,3,yes,50,Λαγουμιτζή,0,129.929,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475065.5798,4201218.133,475118.1184,4201317.687,1200.0,488,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475148.11032334145 4201218.1337145185, 475118.1184240387 4201249.707786691, 475102.2866659618 4201266.454117046, 475092.07757118554 4201277.569229952, 475083.7988546948 4201287.946221524, 475077.7376707781 4201296.685495078, 475071.24218659976 4201307.046006038, 475065.5798226859 4201317.687787419)",999.0,999.0
488,23184834,primary,3,yes,50,Λαγουμιτζή,0,12.775,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475059.5813,4201317.687,475059.5813,4201328.961,1200.0,489,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475065.5798226859 4201317.687787419, 475059.5813357824 4201328.961309455)",999.0,999.0
489,23184837,secondary,2,yes,50,,0,25.333,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473472.0953,4202088.728,473479.7727,4202106.783,1200.0,490,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473489.8338758264 4202088.728900975, 473479.77273568144 4202098.425383888, 473474.38128919975 4202104.400972411, 473472.0952843451 4202106.783565687)",999.0,999.0
490,23184837,secondary,2,yes,50,,0,0.0,50.0,"car,bicycle,escooter,walk",,,,473472.0953,4202106.783,473472.0953,4202106.783,1200.0,491,,"LINESTRING (473472.0952843451 4202106.783565687, 473472.0952843445 4202106.783565687)",999.0,999.0
491,23184837,secondary,2,yes,50,,0,,50.0,"car,bicycle,escooter,walk",,,,473472.0953,4202106.783,473472.0953,4202106.783,1200.0,492,,"LINESTRING (473472.0952843445 4202106.783565687, 473472.09528434393 4202106.783565686)",999.0,999.0
492,23184837,secondary,2,yes,50,,0,2.301,50.0,"car,bicycle,escooter,walk",,,,473470.503,4202106.783,473470.503,4202108.443,1200.0,493,,"LINESTRING (473472.09528434393 4202106.783565686, 473470.50301205163 4202108.443115978)",999.0,999.0
493,23184837,secondary,2,yes,50,,0,0.0,50.0,"car,bicycle,escooter,walk",,,,473446.143,4202134.337,473446.143,4202134.337,1200.0,494,,"LINESTRING (473446.14302745427 4202134.337587793, 473446.14302745374 4202134.337587794)",999.0,999.0
